_id,title,content_url,source_url_digest,cover,p_date,read_num,like_num,comment_num,reward_num,author,c_date,u_date
ObjectId(5f29736eef3c5d8dfcefd857),@高考生 川大锦江7月13日-15日在线详解招生相关信息,http://mp.weixin.qq.com/s?__biz=MzA3NTY3NjUzMg==&mid=2652565641&idx=1&sn=21025644291a679459005906640df9b6&chksm=8482be92b3f53784da4ec1c3dd051dbda724db99e43fbb1b5d84410d0ff46667a78f16d43ff6&scene=27#wechat_redirect,,http://mmbiz.qpic.cn/mmbiz_jpg/lTxxRKoWBBFjpppEoEUTKrIFUSazrTnEHJ60S8L6kvuhvsB5DBwKZItncAcwkyeVJj8gjYEwFku2ZDbkdxYfNA/0?wx_fmt=jpeg,2020-07-13T09:01:54.000Z,4322,23,0,0,,2020-08-04T22:40:46.492Z,2020-08-04T23:01:34.501Z
ObjectId(5f29736eef3c5d8dfcefd858),90分钟课程，她要准备2万字讲义,http://mp.weixin.qq.com/s?__biz=MzA3NTY3NjUzMg==&mid=2652565594&idx=1&sn=ca4d1d9417df4ac0d51f6b958fd09180&chksm=8482be41b3f537573fc08a4c0feafe1d9290a430f1cb6181eba85765337f472b685eb5090129&scene=27#wechat_redirect,,http://mmbiz.qpic.cn/mmbiz_jpg/lTxxRKoWBBGVnPAnGgdQbrWGqPQQGB6LEX1CtKtVuz7WfbXyF4r05E81dKbmldh7b2mFaSzYKdrylxGS4ic67WQ/0?wx_fmt=jpeg,2020-07-10T14:35:53.000Z,4322,23,0,0,锦江官微,2020-08-04T22:40:46.494Z,2020-08-04T23:01:35.719Z
ObjectId(5f29736eef3c5d8dfcefd859),盛夏，认真学习的你们真好看！,http://mp.weixin.qq.com/s?__biz=MzA3NTY3NjUzMg==&mid=2652565575&idx=1&sn=fe39a2f70a101bdcf6be7f2a24bf8390&chksm=8482be5cb3f5374af7164d777d3fc0241d90a60fe1415cb66b3f9639415fc7322a124cfb2eed&scene=27#wechat_redirect,,http://mmbiz.qpic.cn/mmbiz_jpg/lTxxRKoWBBGVnPAnGgdQbrWGqPQQGB6L4B5e7SWmfqA4ZFWzicHWeHn9CU0KOVTKYM1bCSeIQwVibbGG8LsQicl3g/0?wx_fmt=jpeg,2020-07-09T09:12:45.000Z,4322,23,0,0,锦江官微,2020-08-04T22:40:46.495Z,2020-08-04T23:01:36.939Z
ObjectId(5f29736eef3c5d8dfcefd85a),榜样力量︱四川大学锦江学院2020届杰出毕业生风采,http://mp.weixin.qq.com/s?__biz=MzA3NTY3NjUzMg==&mid=2652565529&idx=1&sn=c0234e037d59f96f11e7b9e21f533241&chksm=8482be02b3f53714d585ebfeb32b03342058daa209b386c0a151c5ca99ab906f74a7082dd06b&scene=27#wechat_redirect,,http://mmbiz.qpic.cn/mmbiz_jpg/lTxxRKoWBBGVnPAnGgdQbrWGqPQQGB6LkXhUOehstN74c9UqQLy2lX9Z1fYddsNC7LC4ZatZLBkSVyqp3HUJQg/0?wx_fmt=jpeg,2020-07-08T17:04:09.000Z,4322,23,0,0,锦江官微,2020-08-04T22:40:46.496Z,2020-08-04T23:01:38.164Z
ObjectId(5f29736eef3c5d8dfcefd85b),向前！我们在川大锦江为你们加油,http://mp.weixin.qq.com/s?__biz=MzA3NTY3NjUzMg==&mid=2652565463&idx=1&sn=07181178c1569cf7debfe39839a7fae2&chksm=8482a1ccb3f528daeeb0f55a4ac3015e88ff1504b2683a3e4d7526a21af779dfc3b0857b8076&scene=27#wechat_redirect,,http://mmbiz.qpic.cn/mmbiz_jpg/lTxxRKoWBBEiaV4FuGtCibVjFPQ9kB2fVA6kiaNo4lDhloGxgFROU0VBicWm7xyF7rAEwRJzfS8xRq8icBQibGjPo9ZA/0?wx_fmt=jpeg,2020-07-06T11:35:10.000Z,4322,23,0,0,锦江官微,2020-08-04T22:40:46.497Z,2020-08-04T23:01:39.386Z
ObjectId(5f29736eef3c5d8dfcefd85c),高考记忆！那些珍藏的小物件,http://mp.weixin.qq.com/s?__biz=MzA3NTY3NjUzMg==&mid=2652565442&idx=1&sn=f1837a51132514651fd5509f75865f5b&chksm=8482a1d9b3f528cfe1bdf58f5ac75481fb15e823220bf70cbe18020e39ac6852c2981b1acdbe&scene=27#wechat_redirect,,http://mmbiz.qpic.cn/mmbiz_jpg/lTxxRKoWBBGmwkdiaPammdhnj3yicqwE7vxAib4eOuGOwNmOB2dsPoD9f3NvjDnGKo9wRjgIPLBYuUA41g6491f3w/0?wx_fmt=jpeg,2020-07-05T09:21:06.000Z,4322,23,0,0,锦江官微,2020-08-04T22:40:46.497Z,2020-08-04T23:01:40.611Z
ObjectId(5f297371ef3c5d8dfcefd85d),重磅预告丨川大锦江招生咨询网上直通车,http://mp.weixin.qq.com/s?__biz=MzA3NTY3NjUzMg==&mid=2652565391&idx=1&sn=613c58d794d49f0f1b7e8ca0759d3bbc&chksm=8482a194b3f5288247011a683df0cfc3f8fa7fbeeed2ab60d035c110a8e5572e0d5f31f3ad59&scene=27#wechat_redirect,,http://mmbiz.qpic.cn/mmbiz_jpg/lTxxRKoWBBEIax387VoTG8RddC8b3Gc3O2icetnADnNESG47fUX3VQRCMicXiaE1WAxzibCV99Ew9MXXNHFkCm4lRg/0?wx_fmt=jpeg,2020-07-03T15:32:01.000Z,4322,23,0,0,,2020-08-04T22:40:49.780Z,2020-08-04T23:01:41.845Z
ObjectId(5f297371ef3c5d8dfcefd85e),川大锦江打造“最催泪”云毕业典礼,http://mp.weixin.qq.com/s?__biz=MzA3NTY3NjUzMg==&mid=2652565373&idx=1&sn=d9e689d0dbbabeab445ac7ff6bf84a58&chksm=8482a166b3f528700ddf0bf6f2fdd9acc8d8e5766ea49f6a79e5da37c101ba237b27955d65d5&scene=27#wechat_redirect,,http://mmbiz.qpic.cn/mmbiz_jpg/lTxxRKoWBBEScqsNXyhUmstH90oictRicUsQDLjQUnzjcvkxaC1BubiaNO4l4mF6F6LCYxLOI3nK2VI0DKqPhds6w/0?wx_fmt=jpeg,2020-07-02T21:27:56.000Z,4322,23,0,0,锦江官微,2020-08-04T22:40:49.781Z,2020-08-04T23:01:43.185Z
ObjectId(5f297371ef3c5d8dfcefd85f),四川大学锦江学院马克思主义学院揭牌成立,http://mp.weixin.qq.com/s?__biz=MzA3NTY3NjUzMg==&mid=2652565329&idx=1&sn=289f9354f847213cd5227281fb4e3576&chksm=8482a14ab3f5285c6437088a46f2fdeeb377114710295fbbb61b15e309bcf968c7cabe095637&scene=27#wechat_redirect,,http://mmbiz.qpic.cn/mmbiz_jpg/lTxxRKoWBBHWhicAk8sUqnzkE21pbwSYjW6ariceyrJbhz2jbKIh4nhXGguevjE0PCjPtzd7iaM7AOCo6HOg8Rxiag/0?wx_fmt=jpeg,2020-07-01T23:04:37.000Z,4322,23,0,0,锦江官微,2020-08-04T22:40:49.783Z,2020-08-04T23:01:44.408Z
ObjectId(5f297371ef3c5d8dfcefd860),学校举行庆祝中国共产党成立99周年暨表彰会,http://mp.weixin.qq.com/s?__biz=MzA3NTY3NjUzMg==&mid=2652565329&idx=2&sn=89c48f2d481b72422a036276ed1f08c8&chksm=8482a14ab3f5285c1de6bed49a7f8df11ad455579ee141aa5763eec2534de3596125c5549ecd&scene=27#wechat_redirect,,http://mmbiz.qpic.cn/mmbiz_jpg/lTxxRKoWBBHWhicAk8sUqnzkE21pbwSYjcRL0aa0Ir3V5Pnxxtamt0KzuicCerDUceqYkJ3El9DSxT0Jsvg08Kxw/0?wx_fmt=jpeg,2020-07-01T23:04:37.000Z,4322,23,0,0,锦江官微,2020-08-04T22:40:49.784Z,2020-08-04T23:01:45.664Z
ObjectId(5f297371ef3c5d8dfcefd861),重磅预告丨川大锦江“云”毕业典礼  与你相约,http://mp.weixin.qq.com/s?__biz=MzA3NTY3NjUzMg==&mid=2652565288&idx=1&sn=8584cf5988585237a7a39cf1727117fd&chksm=8482a133b3f528253a94c21c98b3bb66e7aee2d70540c62167db1c65abbc1f1473293e18505c&scene=27#wechat_redirect,,http://mmbiz.qpic.cn/mmbiz_jpg/lTxxRKoWBBH4hkpjdmor4ibAcnmVhEslydoMRKP9rZibk1ksiawQfT5Kia7EU7ZmUI17qIjPz40cz2L98XLRic2CeWg/0?wx_fmt=jpeg,2020-06-30T22:22:00.000Z,4322,23,0,0,锦江官微,2020-08-04T22:40:49.786Z,2020-08-04T23:01:46.920Z
ObjectId(5f297371ef3c5d8dfcefd862),线上线下同频共振！川大锦江教师的硬核课堂,http://mp.weixin.qq.com/s?__biz=MzA3NTY3NjUzMg==&mid=2652565264&idx=1&sn=d8f3e4881be676ec6235461331ee1848&chksm=8482a10bb3f5281da87809911e7a58ca78ffefd970b9f84716d5a9002fd0c729f448545646cd&scene=27#wechat_redirect,,http://mmbiz.qpic.cn/mmbiz_jpg/lTxxRKoWBBG8qjPEDtJk44g4NWLQkZy4Jsom05ammxyg1npbiaiatp5rm4ykeOrMXicaN6Z7XJBWKQGiaEyFv7IeFQ/0?wx_fmt=jpeg,2020-06-26T14:50:47.000Z,4322,23,0,0,锦江官微,2020-08-04T22:40:49.787Z,2020-08-04T23:01:48.146Z
ObjectId(5f297371ef3c5d8dfcefd863),权威发布丨四川大学锦江学院2020年招生章程,http://mp.weixin.qq.com/s?__biz=MzA3NTY3NjUzMg==&mid=2652565245&idx=1&sn=94024cc8014681d497b4f731f651dc2d&chksm=8482a0e6b3f529f0dcee7246d05b7fe6ee53531b9918f827be055fc5a0563447ecf9e77c80a4&scene=27#wechat_redirect,,http://mmbiz.qpic.cn/mmbiz_jpg/lTxxRKoWBBH0B3AibCoDliab1Ticr1g9zyKq255k449wu0GEwQl9jR3smic2HhPL8xj7BNmcIvB5Jb3ESJqLQhqjpQ/0?wx_fmt=jpeg,2020-06-24T17:01:45.000Z,4322,23,0,0,,2020-08-04T22:40:49.789Z,2020-08-04T23:01:49.386Z
ObjectId(5f297371ef3c5d8dfcefd864),@高考生   川大锦江专属盲盒到啦！,http://mp.weixin.qq.com/s?__biz=MzA3NTY3NjUzMg==&mid=2652565221&idx=1&sn=834d3f84d962c0ae468000e3ac6db4a0&chksm=8482a0feb3f529e84904a8c4f9757017296cb4a728e0194b37a3c2666b8469e5d9890a7deb0c&scene=27#wechat_redirect,,http://mmbiz.qpic.cn/mmbiz_png/lTxxRKoWBBFtNDEdZeruTNEdWfdeGgpXm0GX7Gn2TdVGsJXtx8ibnEJCYrBH0V11Gfo7997X1PHfJe0ic1RFQpyQ/0?wx_fmt=png,2020-06-22T15:34:39.000Z,4322,23,0,0,锦江官微,2020-08-04T22:40:49.790Z,2020-08-04T23:01:50.613Z
ObjectId(5f297371ef3c5d8dfcefd865),重启校园时光，这些瞬间好美！,http://mp.weixin.qq.com/s?__biz=MzA3NTY3NjUzMg==&mid=2652565170&idx=1&sn=3f5c15f9894d98f50384ed636f4e0531&chksm=8482a0a9b3f529bf1cea8fe8d6948013dd849cd789e2e1ab14aaa154bc368e5c15adffec4110&scene=27#wechat_redirect,,http://mmbiz.qpic.cn/mmbiz_jpg/lTxxRKoWBBFUsI2KY1FVpEbaLyLXXXSBpbTPhicCnuATZ8TwicOFXLnMib4fBvD2w0n0g7DVbcrnF07VWKgykHFrg/0?wx_fmt=jpeg,2020-06-17T21:16:58.000Z,4322,23,0,0,锦江官微,2020-08-04T22:40:49.790Z,2020-08-04T23:01:51.833Z
ObjectId(5f297371ef3c5d8dfcefd866),返校复课第一天 教学秩序井然,http://mp.weixin.qq.com/s?__biz=MzA3NTY3NjUzMg==&mid=2652564974&idx=1&sn=4fece5fe00007bab7b1c0a384f274c97&chksm=8482a3f5b3f52ae31149824aedfdc15bcb9d22d45cc6475fa1e42b49da669b1820fd8c220c29&scene=27#wechat_redirect,,http://mmbiz.qpic.cn/mmbiz_jpg/lTxxRKoWBBGE38vleCocosRiajhOfUYUUgqWV7vsGohTG97vOQ8frtxOlr6ia8kHfAqcSOl5uwJlGZLzFDVP9tag/0?wx_fmt=jpeg,2020-06-15T22:09:16.000Z,4322,23,0,0,锦江官微,2020-08-04T22:40:49.791Z,2020-08-04T23:01:53.066Z
ObjectId(5f297371ef3c5d8dfcefd867),去往更高处 遇见更好的自己,http://mp.weixin.qq.com/s?__biz=MzA3NTY3NjUzMg==&mid=2652564920&idx=1&sn=1cdedaa995906c1e0a4583b1c656270a&chksm=8482a3a3b3f52ab513103d21167a238276e19468d7dddb3309f55eeeb226da0feebfadc44277&scene=27#wechat_redirect,,http://mmbiz.qpic.cn/mmbiz_jpg/lTxxRKoWBBHFygwxp4Cbu3Fficey2bicuE8n8F6ohCoMbukqJW9fD279tOTD3EicLB3HXedUgd7B8U4yvN4bW6DKg/0?wx_fmt=jpeg,2020-06-11T18:00:56.000Z,4322,23,0,0,锦江官微,2020-08-04T22:40:49.792Z,2020-08-04T23:01:54.301Z
ObjectId(5f297375ef3c5d8dfcefd868),毕业前，这些资料必须要核实好！@2020届毕业生,http://mp.weixin.qq.com/s?__biz=MzA3NTY3NjUzMg==&mid=2652564890&idx=1&sn=cb69c68014dd2a4b460cd6284424d386&chksm=8482a381b3f52a97206394e0b68c8a4c0604822ed1bf031e098810ea756ededbddeb73a40b1c&scene=27#wechat_redirect,,http://mmbiz.qpic.cn/mmbiz_jpg/lTxxRKoWBBHw1PR3iaicmU6ePCCrrBFfN4zt2CdHDndBGp0mAkBicj3XjCjCA2qyk79bPc6EGaCqUKoDXricsibqUjA/0?wx_fmt=jpeg,2020-06-09T16:40:24.000Z,4322,23,0,0,,2020-08-04T22:40:53.073Z,2020-08-04T23:01:56.559Z
ObjectId(5f297375ef3c5d8dfcefd869),这些照片  是今夏的温柔,http://mp.weixin.qq.com/s?__biz=MzA3NTY3NjUzMg==&mid=2652564861&idx=1&sn=c102618241e569234c4279606d95aa5b&chksm=8482a366b3f52a70f47a2f42ce3f933b8c9a328074c89eef7609423a1e24efe6d651ea09bbcc&scene=27#wechat_redirect,,http://mmbiz.qpic.cn/mmbiz_jpg/lTxxRKoWBBGhEPQO17orNiaKPAdpzZ6lQBLFkNticrqSUM1vDZiaGGSTkxpicB6aTpCibCfqIj3XqLOZ24FVYDcHtOg/0?wx_fmt=jpeg,2020-06-03T21:26:30.000Z,0,0,0,0,锦江官微,2020-08-04T22:40:53.075Z,2020-08-04T22:40:53.075Z
ObjectId(5f297375ef3c5d8dfcefd86a),线上线下相结合！毕业论文（设计）答辩有序进行,http://mp.weixin.qq.com/s?__biz=MzA3NTY3NjUzMg==&mid=2652564809&idx=1&sn=0a1c0de48b284df256f5bbfcdee466ff&chksm=8482a352b3f52a44a35fcd8809118afb8b0b33092af69aada395f13425b0c5223a038e5f746c&scene=27#wechat_redirect,,http://mmbiz.qpic.cn/mmbiz_jpg/lTxxRKoWBBFGiagDEE7SCk2mpBsYyxs7rHlJvM7MglRKOhYysDmjoxjTUwXkeDWXZWVDkebCKRwuoYhdMqWl8KA/0?wx_fmt=jpeg,2020-06-01T19:40:29.000Z,0,0,0,0,锦江官微,2020-08-04T22:40:53.077Z,2020-08-04T22:40:53.077Z
ObjectId(5f297375ef3c5d8dfcefd86b),好久不见！首批学生返校：秩序井然 温情满满,http://mp.weixin.qq.com/s?__biz=MzA3NTY3NjUzMg==&mid=2652564760&idx=1&sn=a0a1f09f754fa936c2c36db336a30422&chksm=8482a303b3f52a157b41ab6d28cd60727133aa2b52b05fd74d314702a37b1ac902b908b8623f&scene=27#wechat_redirect,,http://mmbiz.qpic.cn/mmbiz_jpg/lTxxRKoWBBGcS4RKdZibZJ8M7jXpicCC7GI8USfbGfO6xrcIOsn5xgEMCCpW5PDhxwRaVkJI0JKFSnaDQuibXs5uA/0?wx_fmt=jpeg,2020-05-29T19:45:38.000Z,0,0,0,0,锦江官微,2020-08-04T22:40:53.079Z,2020-08-04T22:40:53.079Z
ObjectId(5f297375ef3c5d8dfcefd86c),疫情期间，图书馆使用指南,http://mp.weixin.qq.com/s?__biz=MzA3NTY3NjUzMg==&mid=2652564760&idx=2&sn=a98371a17b4e70af7e0ffb6a48d2cf51&chksm=8482a303b3f52a155377ffc61dae3f818ed051a56c1060d3d085152266eb7998cb271bf6eb4c&scene=27#wechat_redirect,,http://mmbiz.qpic.cn/mmbiz_jpg/lTxxRKoWBBGcS4RKdZibZJ8M7jXpicCC7GRFbORA2TrLDzlsvWjz7uWkRZvViay8Jy6U93E6lUhc4bib9YL2U9mbEQ/0?wx_fmt=jpeg,2020-05-29T19:45:38.000Z,0,0,0,0,锦江官微,2020-08-04T22:40:53.081Z,2020-08-04T22:40:53.081Z
ObjectId(5f297375ef3c5d8dfcefd86d),珍藏！2016级锦江学子的独家记忆,http://mp.weixin.qq.com/s?__biz=MzA3NTY3NjUzMg==&mid=2652564658&idx=1&sn=047c79564a759a841230f7f452ff01f0&chksm=8482a2a9b3f52bbfca8321ce6437c3108b81848ecc22cba144c9e77a2294bcce720a8789203e&scene=27#wechat_redirect,,http://mmbiz.qpic.cn/mmbiz_jpg/lTxxRKoWBBFXfkictLyfns5xUxtam71VGEJhZjWaK1rZE7YwMjTA2gwecHWicujFKxsibcGTC2ME6CN6zlHYy9JyQ/0?wx_fmt=jpeg,2020-05-26T12:11:28.000Z,0,0,0,0,锦江官微,2020-08-04T22:40:53.083Z,2020-08-04T22:40:53.083Z
ObjectId(5f297375ef3c5d8dfcefd86e),四川大学锦江学院关于2020年春季学期学生返校的通知,http://mp.weixin.qq.com/s?__biz=MzA3NTY3NjUzMg==&mid=2652564558&idx=1&sn=82f019df380ba7ab4f845c5a752fccbd&chksm=8482a255b3f52b4391df3df0a5b180cf96a387122e073d609c3f4fa1a029de74c8fbe9966ccd&scene=27#wechat_redirect,,http://mmbiz.qpic.cn/mmbiz_jpg/lTxxRKoWBBEqsjdHgxjUAxmqevr1ARhB3nzaDPWbVooYal9dJxoVvlvlfTk7YjhwdGNqibCAKibkECYKIZiaXRNEw/0?wx_fmt=jpeg,2020-05-22T22:58:06.000Z,0,0,0,0,锦江官微,2020-08-04T22:40:53.086Z,2020-08-04T22:40:53.086Z
